Term	Genes	FDR	Category	Description
GO:0033554	MAPK1,NFKB1,CCND1,TWIST1,MAPK3,WNT5A,TP53,NOTCH1,PPARG,WNT1,FOS,CASP3,GSK3B,NF1,MTOR,JUN,PTEN,SRC,KLF4,BCL2,RHOA,CDKN2A,HIF1A,AKT1,MYC,SHFM1	1.77e-09	Process	Cellular response to stress
GO:1902692	TP53,NOTCH1,SHH,CTNNB1,NF1,PAX6,HIF1A	1.78e-09	Process	Regulation of neuroblast proliferation
GO:0030177	NFKB1,POU5F1,WNT5A,WNT3A,SHH,WNT10B,SMAD3,SRC,DKK1,BMP2,SHFM1	1.8e-09	Process	Positive regulation of Wnt signaling pathway
GO:0048705	FGF4,TWIST1,BMP4,SOX9,SMAD2,WNT10B,FGF8,SMAD3,CTNNB1,RUNX2,TGFBR1,FGFR1	1.84e-09	Process	Skeletal system morphogenesis
GO:0010464	BMP4,SOX9,WNT5A,SHH,CTNNB1,FGFR1,MYC	2.13e-09	Process	Regulation of mesenchymal cell proliferation
GO:0060395	BMP4,SMAD2,FOS,HNF4A,SMAD3,SMAD4,JUN,BMP2	2.19e-09	Process	SMAD protein signal transduction
GO:0045860	MAPK1,CCND1,BMP4,KRAS,MAPK3,WNT5A,ERBB2,WNT3A,MTOR,SRC,DKK1,TGFBR1,BMP2,FGFR1,RHOA,AKT1	2.21e-09	Process	Positive regulation of protein kinase activity
GO:0071456	TWIST1,TP53,NOTCH1,MTOR,PTEN,SRC,BCL2,HIF1A,AKT1,MYC,SHFM1	2.6e-09	Process	Cellular response to hypoxia
GO:0001525	BMP4,JAG1,LEF1,NOTCH1,SHH,FGF8,CTNNB1,JUN,PTEN,TGFBR1,FGFR1,HIF1A,AKT1	2.66e-09	Process	Angiogenesis
GO:0001759	BMP4,POU5F1,FGF8,CTNNB1,BMP2,FGFR1	2.75e-09	Process	Organ induction
GO:0006979	MAPK1,PXDN,MAPK3,TP53,FOS,CASP3,FGF8,PXDNL,JUN,SRC,KLF4,BCL2,HIF1A,AKT1	3.03e-09	Process	Response to oxidative stress
GO:0035282	BMP4,WNT5A,LEF1,TP53,WNT3A,WT1,SMAD3,SMAD4,DKK1	3.04e-09	Process	Segmentation
GO:0010812	JAG1,NOTCH1,WNT1,NF1,PTEN,SRC,RHOA,CDKN2A	3.09e-09	Process	Negative regulation of cell-substrate adhesion
GO:0010564	CCND1,GLI1,BMP4,SOX9,WNT5A,LEF1,TP53,WNT10B,FGF8,CTNNB1,PTEN,KLF4,BCL2,FGFR1,RHOA,CDKN2A,AKT1,SHFM1	3.12e-09	Process	Regulation of cell cycle process
GO:0007179	SMAD2,TP53,FOS,SMAD3,SMAD4,JUN,SRC,TGFBR1,RHOA	3.29e-09	Process	Transforming growth factor beta receptor signaling pathway
GO:0030217	STAT3,LEF1,TP53,WNT1,SHH,CTNNB1,MTOR,RUNX2,BCL2,RHOA	3.33e-09	Process	T cell differentiation
GO:0002064	BMP4,SOX9,JAG1,WNT5A,NOTCH1,HNF4A,CTNNB1,FGFR1,PAX6,ESR1,HIF1A	3.5e-09	Process	Epithelial cell development
GO:0006796	FGF4,MAPK1,NFKB1,CCND1,GAPDH,BMP4,SOX9,KRAS,SMAD2,MAPK3,WNT5A,STAT3,IGF1R,ERBB2,FGF8,GSK3B,NF1,MTOR,PTEN,SRC,TGFBR1,BMP2,BCL2,FGFR1,RHOA,AKT1,MYC,SHFM1	4.23e-09	Process	Phosphate-containing compound metabolic process
GO:0035019	NANOG,SOX9,POU5F1,SMAD2,STAT3,SOX2,SMAD4,KLF4	4.27e-09	Process	Somatic stem cell population maintenance
GO:0060348	FGF4,TWIST1,BMP4,SOX9,TP53,WNT1,FGF8,RUNX2,SRC,BMP2,RHOA	4.27e-09	Process	Bone development
GO:0035148	TWIST1,BMP4,SOX9,WNT5A,NOTCH1,SHH,CASP3,FGF8,CTNNB1,HIF1A	4.5e-09	Process	Tube formation
GO:0051153	BMP4,NOTCH1,WNT3A,SHH,SMAD4,MTOR,DKK1,BMP2,BCL2	4.5e-09	Process	Regulation of striated muscle cell differentiation
GO:0044238	FGF4,MAPK1,NFKB1,CCND1,GAPDH,BMP4,SOX9,KRAS,SMAD2,MAPK3,WNT5A,STAT3,LEF1,IGF1R,CDH2,TP53,ERBB2,NOTCH1,PPARG,WNT1,SHH,WNT10B,FOS,CASP3,HNF4A,FGF8,GSK3B,WT1,SMAD3,SMAD4,CTNNB1,PXDNL,ACTB,NF1,MTOR,JUN,RUNX2,PTEN,SRC,KLF4,TGFBR1,BMP2,BCL2,FGFR1,RHOA,PAX6,ESR1,CDKN2A,HIF1A,AKT1,MYC,SHFM1	4.57e-09	Process	Primary metabolic process
GO:0030336	JAG1,CDH1,STAT3,NOTCH1,PPARG,SHH,NF1,PTEN,KLF4,BCL2,RHOA,AKT1	4.61e-09	Process	Negative regulation of cell migration
GO:0019221	NFKB1,CCND1,NANOG,TWIST1,KRAS,MAPK3,STAT3,TP53,FOS,CASP3,SOX2,SMAD4,BCL2,HIF1A,AKT1,MYC,SHFM1	4.67e-09	Process	Cytokine-mediated signaling pathway
GO:0048339	SMAD2,WNT5A,LEF1,WNT3A,SMAD3,FGFR1	4.75e-09	Process	Paraxial mesoderm development
GO:0034330	CDH1,WNT5A,IGF1R,CDH2,ERBB2,WNT3A,SMAD3,CTNNB1,ACTB,PTEN,SRC,DKK1,SNAI2,BCL2,RHOA	4.89e-09	Process	Cell junction organization
GO:0016477	TWIST1,SNAI1,WNT5A,LEF1,CDH2,NOTCH1,SHH,FGF8,CTNNB1,PTEN,SRC,TGFBR1,CCK,SNAI2,FGFR1,RHOA,PAX6,HIF1A,AKT1	5.18e-09	Process	Cell migration
GO:0060420	MAPK1,GLI1,NOTCH1,WT1,MTOR,PTEN,TGFBR1,FGFR1	5.24e-09	Process	Regulation of heart growth
GO:0032101	FGF4,MAPK1,NFKB1,KRAS,MAPK3,WNT5A,STAT3,NOTCH1,WNT3A,PPARG,SMAD3,MTOR,PTEN,SRC,KLF4,CCK,SNAI2,FGFR1,ESR1,SHFM1	5.31e-09	Process	Regulation of response to external stimulus
GO:1901342	TWIST1,BMP4,WNT5A,STAT3,ERBB2,NOTCH1,PPARG,WT1,CTNNB1,NF1,KLF4,RHOA,HIF1A	5.44e-09	Process	Regulation of vasculature development
GO:0008406	CCND1,SOX9,WNT5A,CASP3,FGF8,WT1,SMAD4,SRC,TGFBR1,BCL2,ESR1	5.61e-09	Process	Gonad development
GO:0030856	CCND1,BMP4,SOX9,JAG1,NOTCH1,WNT10B,GSK3B,CTNNB1,PAX6,PROM1	5.64e-09	Process	Regulation of epithelial cell differentiation
GO:0048870	TWIST1,SNAI1,WNT5A,LEF1,CDH2,NOTCH1,SHH,FGF8,CTNNB1,ACTB,PTEN,SRC,TGFBR1,CCK,SNAI2,FGFR1,RHOA,PAX6,HIF1A,AKT1	5.72e-09	Process	Cell motility
GO:0052548	GAPDH,STAT3,LEF1,WNT3A,PPARG,SOX2,SMAD3,SRC,KLF4,CCK,RHOA,CDKN2A,AKT1,MYC	6.25e-09	Process	Regulation of endopeptidase activity
GO:0009605	MAPK1,NFKB1,CCND1,GAPDH,BMP4,SOX9,MAPK3,WNT5A,LEF1,TP53,ERBB2,NOTCH1,WNT3A,PPARG,SHH,FOS,CASP3,FGF8,SMAD4,MTOR,JUN,PTEN,SRC,BMP2,CCK,BCL2,RHOA,PAX6,AKT1	6.28e-09	Process	Response to external stimulus
GO:0009880	SMAD2,WNT5A,WNT1,SHH,WT1,SMAD3,SMAD4,CTNNB1	6.38e-09	Process	Embryonic pattern specification
GO:0002067	BMP4,WNT5A,NOTCH1,HNF4A,FGF8,BMP2,PAX6	6.53e-09	Process	Glandular epithelial cell differentiation
GO:0043405	MAPK1,BMP4,KRAS,MAPK3,WNT5A,IGF1R,ERBB2,NF1,SRC,DKK1,TGFBR1,BMP2,FGFR1	6.58e-09	Process	Regulation of MAP kinase activity
GO:0007568	MAPK1,MAPK3,STAT3,TP53,FOS,MTOR,JUN,PTEN,DKK1,BCL2,CDKN2A,AKT1	7.28e-09	Process	Aging
GO:0043086	NFKB1,GAPDH,BMP4,LEF1,IGF1R,TP53,NOTCH1,PPARG,ANXA5,CASP3,GSK3B,NF1,NES,PTEN,SRC,KLF4,CDKN2A,AKT1	7.55e-09	Process	Negative regulation of catalytic activity
GO:0010810	JAG1,NOTCH1,WNT1,GSK3B,SMAD3,NF1,PTEN,SRC,BCL2,RHOA,CDKN2A	7.7e-09	Process	Regulation of cell-substrate adhesion
GO:0043523	KRAS,TP53,CASP3,FGF8,CTNNB1,NF1,NES,JUN,BCL2,RHOA,HIF1A	7.7e-09	Process	Regulation of neuron apoptotic process
GO:0060039	SMAD2,WNT5A,NOTCH1,WT1,SMAD3,BMP2	7.77e-09	Process	Pericardium development
GO:0001709	BMP4,JAG1,POU5F1,WNT1,CTNNB1,KLF4,PAX6	8.72e-09	Process	Cell fate determination
GO:0009314	CCND1,KRAS,TP53,FOS,CASP3,NF1,MTOR,JUN,CCK,SNAI2,BCL2,HIF1A,AKT1,MYC	8.99e-09	Process	Response to radiation
GO:0048738	BMP4,WNT5A,NOTCH1,WNT3A,WT1,SMAD4,MTOR,PTEN,TGFBR1,BMP2	9.33e-09	Process	Cardiac muscle tissue development
GO:0016579	SMAD2,TP53,SMAD3,SMAD4,ACTB,PTEN,TGFBR1,RHOA,ESR1,HIF1A,MYC,SHFM1	9.43e-09	Process	Protein deubiquitination
GO:0002360	STAT3,TP53,SHH,MTOR,BCL2,RHOA	9.85e-09	Process	T cell lineage commitment
GO:2001236	BMP4,GSK3B,NF1,PTEN,SRC,TGFBR1,SNAI2,BCL2,FGFR1,AKT1	9.85e-09	Process	Regulation of extrinsic apoptotic signaling pathway
GO:0001942	SNAI1,SOX9,NOTCH1,SHH,CTNNB1,NF1,DKK1,BCL2	1.03e-08	Process	Hair follicle development
GO:0060411	BMP4,JAG1,WNT5A,TP53,NOTCH1,FGF8,SMAD4,TGFBR1	1.03e-08	Process	Cardiac septum morphogenesis
GO:1902105	BMP4,LEF1,ERBB2,SHH,FOS,CTNNB1,NF1,MTOR,JUN,RHOA,CDKN2A,MYC	1.09e-08	Process	Regulation of leukocyte differentiation
GO:0046822	MAPK1,BMP4,CDH1,TP53,SHH,GSK3B,SMAD3,NF1,CDKN2A	1.14e-08	Process	Regulation of nucleocytoplasmic transport
GO:0055025	MAPK1,GLI1,BMP4,NOTCH1,WNT3A,MTOR,FGFR1	1.15e-08	Process	Positive regulation of cardiac muscle tissue development
GO:0032386	MAPK1,BMP4,CDH1,MAPK3,TP53,ERBB2,SHH,GSK3B,SMAD3,NF1,SRC,BCL2,CDKN2A	1.16e-08	Process	Regulation of intracellular transport
GO:0044237	FGF4,MAPK1,NFKB1,CCND1,GAPDH,BMP4,SOX9,PXDN,KRAS,SMAD2,MAPK3,WNT5A,STAT3,LEF1,IGF1R,CDH2,TP53,ERBB2,NOTCH1,PPARG,WNT1,SHH,FOS,CASP3,HNF4A,FGF8,GSK3B,WT1,SMAD3,SMAD4,CTNNB1,PXDNL,ACTB,NF1,MTOR,JUN,RUNX2,PTEN,SRC,KLF4,TGFBR1,BMP2,BCL2,FGFR1,RHOA,PAX6,ESR1,CDKN2A,HIF1A,AKT1,MYC,SHFM1	1.18e-08	Process	Cellular metabolic process
GO:0014032	MAPK1,TWIST1,SOX9,JAG1,MAPK3,SHH,SNAI2,HIF1A	1.24e-08	Process	Neural crest cell development
GO:0002684	MAPK1,NFKB1,JAG1,KRAS,MAPK3,WNT5A,STAT3,LEF1,WNT3A,SHH,FOS,ACTB,JUN,SRC,BCL2,RHOA,HIF1A,AKT1,SHFM1	1.25e-08	Process	Positive regulation of immune system process
GO:0010467	NFKB1,CCND1,SOX9,SMAD2,MAPK3,STAT3,TP53,NOTCH1,PPARG,SHH,FOS,CASP3,HNF4A,WT1,SMAD3,SMAD4,JUN,RUNX2,PTEN,KLF4,FGFR1,PAX6,ESR1,CDKN2A,HIF1A,AKT1,SHFM1	1.25e-08	Process	Gene expression
GO:2000241	SNAI1,BMP4,SOX9,WNT5A,NOTCH1,SHH,WT1,CTNNB1,SRC,ESR1	1.28e-08	Process	Regulation of reproductive process
GO:0007517	TWIST1,WNT5A,NOTCH1,WNT3A,WNT10B,FOS,WT1,SMAD4,NF1,TGFBR1,BMP2,RHOA	1.35e-08	Process	Muscle organ development
GO:0001775	MAPK1,NFKB1,MAPK3,STAT3,LEF1,TP53,WNT3A,WNT1,SHH,SMAD3,SMAD4,CTNNB1,ACTB,MTOR,JUN,RUNX2,SRC,TGFBR1,BCL2,RHOA	1.37e-08	Process	Cell activation
GO:0070372	FGF4,BMP4,MAPK3,ERBB2,NOTCH1,FGF8,SMAD4,JUN,PTEN,SRC,KLF4,BMP2	1.39e-08	Process	Regulation of ERK1 and ERK2 cascade
GO:0010038	MAPK1,CCND1,CDH1,MAPK3,WNT5A,SHH,FOS,CASP3,JUN,PTEN,BCL2,HIF1A,AKT1	1.43e-08	Process	Response to metal ion
GO:0031647	MAPK1,GAPDH,KRAS,TP53,WNT10B,CASP3,SMAD3,PTEN,SRC,BMP2,BCL2,CDKN2A	1.44e-08	Process	Regulation of protein stability
GO:0062197	MAPK1,MAPK3,TP53,PPARG,FOS,CASP3,JUN,SRC,KLF4,BCL2,HIF1A,AKT1	1.44e-08	Process	Cellular response to chemical stress
GO:0010035	MAPK1,CCND1,CDH1,MAPK3,WNT5A,SHH,FOS,CASP3,JUN,PTEN,SRC,KLF4,BCL2,HIF1A,AKT1	1.45e-08	Process	Response to inorganic substance
GO:1901522	TP53,NOTCH1,SMAD4,RUNX2,BMP2,HIF1A	1.51e-08	Process	Positive regulation of transcription from RNA polymerase II promoter involved in cellular response to chemical stimulus
GO:0000165	FGF4,MAPK1,NFKB1,SOX9,KRAS,MAPK3,WNT5A,ERBB2,FGF8,NF1,FGFR1,MYC,SHFM1	1.56e-08	Process	MAPK cascade
GO:0001952	JAG1,GSK3B,SMAD3,NF1,PTEN,SRC,BCL2,RHOA,CDKN2A	1.56e-08	Process	Regulation of cell-matrix adhesion
GO:0035050	WNT5A,NOTCH1,WNT3A,SHH,FGF8,SMAD3,CTNNB1,HIF1A	1.76e-08	Process	Embryonic heart tube development
GO:0044703	MAPK1,GLI1,BMP4,SOX9,KRAS,MAPK3,STAT3,NOTCH1,FOS,WT1,SMAD4,CTNNB1,MTOR,PTEN,SRC,TGFBR1,BCL2,ESR1,AKT1	1.76e-08	Process	Multi-organism reproductive process
GO:0021871	BMP4,WNT1,SHH,FGF8,BMP2,PAX6	1.86e-08	Process	Forebrain regionalization
GO:0014066	MAPK1,TWIST1,SOX9,MAPK3,IGF1R,PTEN,SRC,KLF4,FGFR1	1.9e-08	Process	Regulation of phosphatidylinositol 3-kinase signaling
GO:0042471	MAPK1,TWIST1,SOX9,MAPK3,WNT5A,WNT3A,WNT1,FGF8,FGFR1	1.9e-08	Process	Ear morphogenesis
GO:0048701	TWIST1,BMP4,SMAD2,FGF8,SMAD3,RUNX2,TGFBR1	1.9e-08	Process	Embryonic cranial skeleton morphogenesis
GO:0045862	MAPK3,STAT3,WNT3A,PPARG,GSK3B,SMAD3,PTEN,SRC,CCK,RHOA,CDKN2A,AKT1,MYC	1.91e-08	Process	Positive regulation of proteolysis
GO:0003008	MAPK1,BMP4,SOX9,KRAS,MAPK3,LEF1,PPARG,WNT10B,FOS,CASP3,GSK3B,SMAD3,NF1,MTOR,JUN,PTEN,SRC,DKK1,CCK,SNAI2,BCL2,FGFR1,RHOA,PAX6,HIF1A,AKT1	1.92e-08	Process	System process
GO:0009416	CCND1,KRAS,TP53,FOS,CASP3,NF1,MTOR,CCK,BCL2,HIF1A,AKT1,MYC	1.95e-08	Process	Response to light stimulus
GO:0051099	TWIST1,BMP4,WNT5A,WNT3A,PPARG,GSK3B,CTNNB1,KLF4,BMP2,PAX6	1.99e-08	Process	Positive regulation of binding
GO:0061053	WNT5A,LEF1,TP53,WNT3A,SHH,SMAD3,SMAD4,DKK1	2.07e-08	Process	Somite development
GO:0048639	MAPK1,GLI1,NOTCH1,WNT3A,FGF8,WT1,MTOR,BCL2,FGFR1,AKT1	2.09e-08	Process	Positive regulation of developmental growth
GO:0043588	SNAI1,SOX9,JAG1,WNT5A,NOTCH1,SHH,CASP3,SMAD4,CTNNB1,NF1,DKK1,BCL2,PAX6	2.21e-08	Process	Skin development
GO:0002053	SOX9,WNT5A,SHH,CTNNB1,FGFR1,MYC	2.25e-08	Process	Positive regulation of mesenchymal cell proliferation
GO:0009953	GLI1,BMP4,SMAD2,WNT3A,SHH,FGF8,CTNNB1,PAX6	2.25e-08	Process	Dorsal/ventral pattern formation
GO:0031329	GAPDH,TWIST1,MAPK3,STAT3,TP53,WNT1,SHH,WNT10B,CASP3,GSK3B,MTOR,PTEN,BCL2,CDKN2A,HIF1A,AKT1,GFAP,SHFM1	2.44e-08	Process	Regulation of cellular catabolic process
GO:0003206	BMP4,JAG1,WNT5A,TP53,NOTCH1,FGF8,SMAD4,TGFBR1,HIF1A	2.59e-08	Process	Cardiac chamber morphogenesis
GO:0032330	BMP4,SOX9,SMAD3,CTNNB1,RUNX2,TGFBR1,SNAI2	2.73e-08	Process	Regulation of chondrocyte differentiation
GO:0003401	BMP4,SOX9,WNT5A,WNT3A,SHH,ESR1	2.75e-08	Process	Axis elongation
GO:0042110	STAT3,LEF1,TP53,WNT1,SHH,SMAD3,CTNNB1,MTOR,RUNX2,BCL2,RHOA	2.77e-08	Process	T cell activation
GO:1901652	NFKB1,JAG1,STAT3,IGF1R,TP53,NOTCH1,PPARG,WNT1,GSK3B,MTOR,PTEN,SRC,KLF4,AKT1	2.86e-08	Process	Response to peptide
GO:0007440	SMAD2,NOTCH1,SHH,SMAD3,CTNNB1	2.9e-08	Process	Foregut morphogenesis
GO:0048340	SMAD2,WNT5A,LEF1,WNT3A,SMAD3	2.9e-08	Process	Paraxial mesoderm morphogenesis
GO:0001708	NANOG,SOX9,POU5F1,NOTCH1,SHH,SOX2,CTNNB1,PAX6	3.13e-08	Process	Cell fate specification
GO:0030901	WNT5A,WNT3A,WNT1,SHH,CTNNB1,ACTB,FGFR1,RHOA	3.39e-08	Process	Midbrain development
GO:0045778	BMP4,JAG1,WNT5A,WNT10B,SMAD3,CTNNB1,RUNX2,BMP2	3.39e-08	Process	Positive regulation of ossification
GO:0030308	WNT5A,TP53,WNT3A,PPARG,HNF4A,WT1,SMAD3,SMAD4,BCL2,CDKN2A	3.56e-08	Process	Negative regulation of cell growth
GO:2000377	STAT3,TP53,SMAD3,MTOR,KLF4,BCL2,RHOA,ESR1,HIF1A,AKT1	3.73e-08	Process	Regulation of reactive oxygen species metabolic process
GO:0071704	FGF4,MAPK1,NFKB1,CCND1,GAPDH,BMP4,SOX9,KRAS,SMAD2,MAPK3,WNT5A,STAT3,LEF1,IGF1R,CDH2,TP53,ERBB2,NOTCH1,PPARG,WNT1,SHH,WNT10B,FOS,CASP3,HNF4A,FGF8,GSK3B,WT1,SMAD3,SMAD4,CTNNB1,PXDNL,ACTB,NF1,MTOR,JUN,RUNX2,PTEN,SRC,KLF4,TGFBR1,BMP2,BCL2,FGFR1,RHOA,PAX6,ESR1,CDKN2A,HIF1A,AKT1,MYC,SHFM1	4.03e-08	Process	Organic substance metabolic process
GO:0060439	MAPK1,BMP4,MAPK3,SHH,CTNNB1	4.15e-08	Process	Trachea morphogenesis
GO:0090183	BMP4,SOX9,SHH,WT1,CTNNB1,PROM1,MYC	4.3e-08	Process	Regulation of kidney development
GO:0043535	NOTCH1,PPARG,NF1,KLF4,FGFR1,RHOA,HIF1A,AKT1	5.01e-08	Process	Regulation of blood vessel endothelial cell migration
GO:0070167	TWIST1,BMP4,SOX9,NOTCH1,WNT10B,SMAD3,BMP2,HIF1A	5.01e-08	Process	Regulation of biomineral tissue development
GO:0007611	MAPK1,KRAS,FOS,CASP3,NF1,MTOR,JUN,PTEN,DKK1,CCK,HIF1A	5.1e-08	Process	Learning or memory
GO:0048609	MAPK1,GLI1,BMP4,SOX9,MAPK3,NOTCH1,CASP3,WT1,SMAD4,CTNNB1,MTOR,PTEN,SRC,TGFBR1,BCL2,ESR1,AKT1	5.27e-08	Process	Multicellular organismal reproductive process
GO:0061180	MAPK1,CCND1,WNT5A,SRC,ESR1,HIF1A,AKT1	5.35e-08	Process	Mammary gland epithelium development
GO:0007050	TP53,NOTCH1,WNT10B,SOX2,SMAD3,MTOR,TGFBR1,CDKN2A,MYC	5.55e-08	Process	Cell cycle arrest
GO:0003198	SNAI1,NOTCH1,FGF8,SMAD4,SNAI2	5.75e-08	Process	Epithelial to mesenchymal transition involved in endocardial cushion formation
GO:0021872	WNT5A,LEF1,WNT3A,FGF8,FGFR1,RHOA,PAX6	5.94e-08	Process	Forebrain generation of neurons
GO:0043406	MAPK1,BMP4,KRAS,MAPK3,WNT5A,ERBB2,SRC,DKK1,TGFBR1,BMP2,FGFR1	6.36e-08	Process	Positive regulation of MAP kinase activity
GO:1901360	MAPK1,NFKB1,CCND1,GAPDH,SOX9,SMAD2,MAPK3,STAT3,LEF1,TP53,NOTCH1,PPARG,SHH,FOS,CASP3,HNF4A,WT1,SMAD3,SMAD4,PXDNL,MTOR,JUN,RUNX2,PTEN,KLF4,BCL2,FGFR1,RHOA,PAX6,ESR1,CDKN2A,SHFM1	6.54e-08	Process	Organic cyclic compound metabolic process
GO:0048704	TWIST1,BMP4,SMAD2,FGF8,SMAD3,CTNNB1,RUNX2,TGFBR1	6.71e-08	Process	Embryonic skeletal system morphogenesis
GO:1901564	FGF4,MAPK1,NFKB1,CCND1,GAPDH,BMP4,SOX9,KRAS,SMAD2,MAPK3,WNT5A,LEF1,IGF1R,CDH2,TP53,ERBB2,PPARG,WNT1,SHH,CASP3,HNF4A,FGF8,GSK3B,SMAD3,SMAD4,CTNNB1,ACTB,NF1,MTOR,PTEN,SRC,TGFBR1,BMP2,BCL2,FGFR1,RHOA,ESR1,CDKN2A,HIF1A,AKT1,MYC,SHFM1	6.76e-08	Process	Organonitrogen compound metabolic process
GO:0018130	MAPK1,NFKB1,CCND1,SOX9,MAPK3,STAT3,TP53,NOTCH1,PPARG,FOS,HNF4A,SMAD4,MTOR,JUN,RUNX2,PTEN,KLF4,PAX6,ESR1	6.87e-08	Process	Heterocycle biosynthetic process
GO:1903829	MAPK1,CDH1,TP53,ERBB2,WNT3A,SHH,GSK3B,SMAD3,SRC,BCL2,CDKN2A,AKT1	7.03e-08	Process	Positive regulation of cellular protein localization
GO:0033157	MAPK1,BMP4,CDH1,TP53,ERBB2,SHH,GSK3B,SMAD3,NF1,BCL2,CDKN2A	7.04e-08	Process	Regulation of intracellular protein transport
GO:0010634	BMP4,SOX9,WNT5A,MTOR,JUN,SRC,FGFR1,HIF1A,AKT1	7.71e-08	Process	Positive regulation of epithelial cell migration
GO:0010453	BMP4,POU5F1,WNT5A,WNT3A,DKK1,FGFR1	7.77e-08	Process	Regulation of cell fate commitment
GO:0048730	SNAI1,NOTCH1,SHH,CTNNB1,KLF4,BCL2	7.77e-08	Process	Epidermis morphogenesis
GO:0061036	BMP4,SOX9,WNT5A,SMAD3,RUNX2,BMP2	7.77e-08	Process	Positive regulation of cartilage development
GO:0048511	TWIST1,TP53,PPARG,CASP3,HNF4A,GSK3B,MTOR,JUN,PTEN,SRC,ESR1	7.81e-08	Process	Rhythmic process
GO:0042733	TWIST1,BMP4,WNT5A,NOTCH1,SHH,SMAD4,CTNNB1	8.03e-08	Process	Embryonic digit morphogenesis
GO:0051223	MAPK1,GAPDH,BMP4,CDH1,TP53,ERBB2,SHH,HNF4A,GSK3B,SMAD3,NF1,SRC,BCL2,CDKN2A,HIF1A	8.03e-08	Process	Regulation of protein transport
GO:0055021	MAPK1,GLI1,NOTCH1,MTOR,PTEN,TGFBR1,FGFR1	8.03e-08	Process	Regulation of cardiac muscle tissue growth
GO:0030858	BMP4,SOX9,NOTCH1,WNT10B,CTNNB1,PAX6,PROM1	8.87e-08	Process	Positive regulation of epithelial cell differentiation
GO:0007411	MAPK1,MAPK3,WNT5A,ERBB2,NOTCH1,WNT3A,SHH,FGF8,SMAD4,SRC,PAX6	8.98e-08	Process	Axon guidance
GO:0001947	WNT5A,NOTCH1,WNT3A,SHH,FGF8,SMAD3,HIF1A	1.08e-07	Process	Heart looping
GO:0062014	NFKB1,SNAI1,SOX9,STAT3,TP53,BMP2,SNAI2,AKT1	1.09e-07	Process	Negative regulation of small molecule metabolic process
GO:0001817	NFKB1,GAPDH,TWIST1,MAPK3,WNT5A,STAT3,LEF1,WNT3A,SMAD3,SMAD4,CTNNB1,SRC,KLF4,SNAI2,FGFR1,HIF1A	1.17e-07	Process	Regulation of cytokine production
GO:0071773	BMP4,SOX9,POU5F1,MAPK3,LEF1,SMAD4,RUNX2,BMP2	1.17e-07	Process	Cellular response to BMP stimulus
GO:0051052	MAPK1,TWIST1,MAPK3,TP53,PPARG,WT1,CTNNB1,SRC,KLF4,CDKN2A,AKT1,MYC	1.19e-07	Process	Regulation of DNA metabolic process
GO:0021532	BMP4,WNT3A,WNT1,SHH,FGF8,PAX6	1.22e-07	Process	Neural tube patterning
GO:0031099	CCND1,GLI1,NOTCH1,PPARG,WNT1,WNT10B,SOX2,JUN,BCL2	1.29e-07	Process	Regeneration
GO:0001756	WNT5A,LEF1,TP53,WNT3A,SMAD3,SMAD4,DKK1	1.3e-07	Process	Somitogenesis
GO:0048663	BMP4,NOTCH1,WNT1,SHH,SMAD4,TGFBR1,PAX6	1.3e-07	Process	Neuron fate commitment
GO:0008152	FGF4,MAPK1,NFKB1,CCND1,GAPDH,BMP4,SOX9,PXDN,KRAS,SMAD2,MAPK3,WNT5A,STAT3,LEF1,IGF1R,CDH2,TP53,ERBB2,NOTCH1,PPARG,WNT1,SHH,WNT10B,FOS,CASP3,HNF4A,FGF8,GSK3B,WT1,SMAD3,SMAD4,CTNNB1,PXDNL,ACTB,NF1,MTOR,JUN,RUNX2,PTEN,SRC,KLF4,TGFBR1,BMP2,BCL2,FGFR1,RHOA,PAX6,ESR1,CDKN2A,HIF1A,AKT1,MYC,SHFM1	1.35e-07	Process	Metabolic process
GO:0006139	MAPK1,NFKB1,CCND1,GAPDH,SOX9,SMAD2,MAPK3,STAT3,LEF1,TP53,NOTCH1,PPARG,FOS,CASP3,HNF4A,WT1,SMAD3,SMAD4,PXDNL,MTOR,JUN,RUNX2,PTEN,KLF4,RHOA,PAX6,ESR1,CDKN2A,SHFM1	1.36e-07	Process	Nucleobase-containing compound metabolic process
GO:0042659	POU5F1,WNT5A,WNT3A,DKK1,FGFR1	1.36e-07	Process	Regulation of cell fate specification
GO:0006935	MAPK1,BMP4,MAPK3,WNT5A,LEF1,ERBB2,NOTCH1,WNT3A,SHH,FGF8,SMAD4,SRC,RHOA,PAX6	1.41e-07	Process	Chemotaxis
GO:0048645	MAPK1,BMP4,MAPK3,WNT5A,SHH,CTNNB1	1.41e-07	Process	Animal organ formation
GO:2000725	BMP4,WNT3A,SMAD4,MTOR,DKK1,BMP2	1.41e-07	Process	Regulation of cardiac muscle cell differentiation
GO:0034654	MAPK1,NFKB1,CCND1,SOX9,MAPK3,STAT3,TP53,NOTCH1,PPARG,FOS,HNF4A,SMAD4,JUN,RUNX2,PTEN,KLF4,PAX6,ESR1	1.59e-07	Process	Nucleobase-containing compound biosynthetic process
GO:0021510	NOTCH1,WNT3A,WNT1,SHH,NF1,MTOR,PAX6,AKT1	1.61e-07	Process	Spinal cord development
GO:0051348	BMP4,IGF1R,TP53,PPARG,CASP3,GSK3B,NF1,PTEN,SRC,CDKN2A,AKT1	1.69e-07	Process	Negative regulation of transferase activity
